title,date,question,doctor,answer,url
감염성 질환에 걸릴수가 있나요... 불안합니다....,2019.12.31,"아파트에서 나오다가 청소 하시는 분이 계셨는데 엄청큰 청소트레이(호텔같은데서 사용하는) 가 길을 막고있어서 제가 지나가다가 밀대 걸레의 손잡이 부분에 제 앞머리카락이 닿은것 같습니다.
혹시 그분이 화장실 변기같은 청소를 하셨고 그때 쓴 밀대거나 혹은 변기를 씻으신 손으로 만진 밀대라면 변기에 있던 감염물질이 손잡이에 묻었고 제 머리카락에 다시 묻어 제가 머리카락을 만진손으로 생활하다(그 손으로 눈을 만진다던가 입에 넣는다건가) 해서 어떠한 심각하거나 아니면 가벼운 병에 감염이 될수가 있나요?가벼운 병은 괜찮지만 치료가 어려운 심각한 감염성 질환에 걸릴수가 있나요... 불안합니다....",이방훈 [전문의],"안녕하세요. 하이닥 내과 상담의 이방훈입니다.

현실적으로 그럴 가능성은 없을 것 같습니다.
그런 식으로 인해 발생할 수 있는 질환은 전염성 질환일텐데 그런 경로를 통해서 어떤 병에 걸렸다는 역학적 추정은 힘들 것 같고요.
우리가 살면서 알게 모르게 여러 감염성 질환에 노출되고 살아 가지만 실제로 발병하는 경우는 많지 않습니다.
과도한 걱정일 것으로 생각됩니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000489551
감염성 질환에 걸릴수가 있나요... 불안합니다....,2019.12.31,"아파트에서 나오다가 청소 하시는 분이 계셨는데 엄청큰 청소트레이(호텔같은데서 사용하는) 가 길을 막고있어서 제가 지나가다가 밀대 걸레의 손잡이 부분에 제 앞머리카락이 닿은것 같습니다.
혹시 그분이 화장실 변기같은 청소를 하셨고 그때 쓴 밀대거나 혹은 변기를 씻으신 손으로 만진 밀대라면 변기에 있던 감염물질이 손잡이에 묻었고 제 머리카락에 다시 묻어 제가 머리카락을 만진손으로 생활하다(그 손으로 눈을 만진다던가 입에 넣는다건가) 해서 어떠한 심각하거나 아니면 가벼운 병에 감염이 될수가 있나요? 불안합니다....",홍인표 [전문의],"안녕하세요. 하이닥 가정의학과 상담의 홍인표입니다.

위생관념이 철저하신 분이시군요.
이론적으로는 가능할지 모르지만 현실적으로 나타날 가능성은 거의 없어 보입니다.
너무 걱정하지 마세요.",https://www.hidoc.co.kr/healthqna/part/view/C0000489544
허리통증 온몸발열 두통 힘빠짐,2019.12.28,"병원을 갈수없는 상황입니다
허리는 일을 하다보니 저릿할때가 많았는데
오늘 아침 두통이 있었고
지금은 허리도 아프고 머리도 아프고 얼굴과 몸에서 열이 나고 힘이 빠집니다.
어떻게 해야하나요?",허성우 [전문의],"안녕하세요. 하이닥 정형외과 상담의 허성우입니다.

안타깝지만 이렇게 불편한 상황이라면 병원 방문을 하시어 보는 것이 좋겠으며,
열이 난다는 것은 다른 문제가 있을터이니, 인터넷에서 상담을 구하는 것은 그닥 도움이 되지 못할 듯 합니다.
감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000489242
전해질부족과 갑상선 질환 관련...,2019.12.28,"작년6월에 일시적 갑상선저하가 왔다가 정상수치여서 약복용은 안하고 있습니다.그동안 간간이 검사해도 정상수치는 유지됐는데 올봄에 무력감이 있어 부신피질 검사를 했는데 약먹기에는 수치가 좀 높고 정상보다는 약간 밑이라고 일단 지켜보자고 했습니다.그동안 음주를 많이 했은데 12/25아침에 몸이 춥고 목에 이물감같은게 느껴지며 기침을 하기 시작햇습니다.감기로 생각되어 약먹고 그다음날 좀무리하게 출근하여 일했는데 저녁에 열이나서 웅급실 갔는데 38.4까지 올라 피검사등 을 했습니다.피검사 결과 전해질수치가 정상인보다 낮다고 하면서 장기간 식사를 제대로 안했냐고 묻더군요.탈수 증상도 있고 신장도 조금 낮다고 하시네요. ..
감기증상인지 몰겠지만 지금 목소리 잠김,추위느끼는 현상,갑자기 시력이 떨어진듯한 느낌.체력이 딸리는듯한 다리 근육통.눈주변 떨림.어지러움.속이 약간 매스꺼움 등이 나타나고 있는데 전해질 부족과 갑상선기능 저하가 서로 연관이 있나요??갑상선기능 저하가 오면 전해딜 부족이 오나요??아님 전해질 부족으로 갑상선 기능저하가 오나요??아닌 두질환은 서로 상관없나요??
작년에 아픈기억이 있어 걱정됩니다",김태균 [전문의],"안녕하세요. 하이닥 가정의학과 상담의 김태균입니다.

지금 말씀하신 증상들은 사실 감기증상과 유사해보입니다.
말씀하신 두 질환들의 상관관계는 명확하게 말씀드리기 어렵습니다.
컨디션이 좋아지시고 나서도 말씀하신 증상들이 계속되신다면 다시 한번 진료를 받아보시기를 추천드립니다.
감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000489251
성인 체온변화,2019.12.28,"작년 언제쯤부터 걷기, 식사, 씻기 등 일상 생활을 하는데 체온이 쉽게 올랐다가 가만히 앉아있거나 누워있으면 일정 시간이 지나서 정상체온으로 떨어집니다.
이렇다보니 병원에 가면 보통 37.7도 정도가 측정되고 높을때는 38도로 나오기도하고 가장 낮았던게 37.5도 였습니다. 선생님들은 항상 열이 좀 있다고 보시는데.. 이게 지속되는건 아니라 움직이다보면 쉽게 체온이 올라가는것 같은데 안정시 체온은 36.8도로 정상이다보니 검사가 필요한 상태인지 잘 모르겠습니다.
오전/오후 상관없이 37.5도 정도의 미열은 몇번씩 올랐다 내렸다 하는데 몸에 이상이 있다고 봐야하나요?",홍인표 [전문의],"안녕하세요. 하이닥 가정의학과 상담의 홍인표입니다.

열이 있다고 봐야하는데요. 체온계를 다른 것으로 한번 바꿔보시는 것도 좋을 듯 합니다.
기사를 하나 첨부합니다.
http://health.chosun.com/site/data/html_dir/2013/12/10/2013121002737.html",https://www.hidoc.co.kr/healthqna/part/view/C0000489273
더러운 변기물로도 성병이 옮나요,2019.12.28,"안녕하세요 오늘(28일 )새벽, 공중화장실을 이용했는데요 막혀있는 변기인줄 모르고 버릇처럼 앉자마자 소변을 눴는데
변기가 막혀있던 탓에 생식기에 바로 물이 닿더라구요... 깜짝놀래서 소변을 끊고 일어났는데 ... 변기가 정말 더러웠어요 남이 눈 소변과 휴지등등 ... 그런물에 생식기가 바로 접촉이 되었고..더군다나 앉자마자 소변을 보는 버릇때문에 더더욱 찝찝합니다..
변기물로도 성병이 옮나요? 정말 더러운 물에 외음부가 닿아서 너무 끔찍합니다.. 내원해야할까요? .. 어떤 검사를 해봐야할까요 도와주세요",윤장호 [전문의],"안녕하세요. 하이닥 비뇨의학과 상담의 윤장호입니다.

더러운 변기물로 성병이 옮냐는 질문이시네요.
많이 놀라셨겠습니다.
성병이 옮기 보다는 대장균등으로 인한 질염의 가능성은 있을 수 있으나
그리 깊이 다량의 고인물이 튀지 않았을 것이기 때문에
손 씻듯이 깨끗한 물로 씻는 것 만으로도 해결이 되지 않을까 합니다.
답변이 도움이 되었길 바랍니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000489200
독감 잠복기에도 검사가 가능한가요?,2019.12.27,"안녕하세요? 제가 이번주 월요일부터 몸이 많이 안좋았었거든요.
오늘 병원에 갔더니 B형 독감 판정을 받았습니다ㅠ

그런데 이번주 수요일에 남자친구랑 같이 배달 음식도 시켜서 나눠 먹고,
같은 공간에서 하루종일 시간을 보냈는데, 남친이 제 독감에 옮았을까봐 걱정이 되더라구요ㅠ

오늘 남친에게 물어보니 목이 살짝 간질간질 하다고는 했는데 특별한 이상 징후는 없다고 합니다.
그런데 별다른 징후가 없는 현 상황에서도 병원에 가면 독감 인플루엔자 검사가 가능한지 궁금합니다.
그리고 미리 검사를 하게되면 아무래도 초기 발견인지라 치료가 더 쉬운지도 알려주세요!
감사합니다!!",이방훈 [전문의],"안녕하세요. 하이닥 내과 상담의 이방훈입니다.

일반적으로 잠복기란 병원균에 감염이 되고 나서 최초의 증상이 나타날 때까지의 기간을 말합니다.
독감은 1-4일 정도의 잠복기를 가지며 평균 2일 정도로 알려져 있습니다.
타인에 대한 전염력은 증상발현 1일전부터 발병후 약 5일 정도 까지 점염력이 있습니다.
감염된 사람의 약 절반정도에만 독감의 전형적인 증상이 나타나구요.
치료는 증상에 맞추어 진행하는 대증치료가 주입니다.
즉, 가벼운 독감 증상은 굳이 치료를 하지 않아도 된다는 거지요.
증상이 심하거나 합병증이 우려될 경우 항바이러스제를 쓸 수 있습니다.

따라서 현재 상태가 잠복기 상태인지 증상이 가볍게 나타난 상태인지는 구분할 수가 없습니다. 검사는 가능하구요. 미리 검사해서 초기 발견한다고 해서 치료가 더 쉽거나 하는 것은 없습니다. 그래서 증상이 심하지 않을 경우 치료가 필요하지 않으므로 굳이 검사를 할 이유가 없습니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000489139
에이즈검사 검사기간?,2019.12.27,"포비아로 인해
12일차 rt pcr음성
6주,7주,8주,12주 항원항체 에이즈검사에서 음성입니다
12주 음성이면 음성 확진이라는 분들도 계시는반면 최소 6개월 ~1년에 검사를 받아 음성이면 확진이라는 분들이 계시는데
12주면 확진인지 아니면 1년까지 검사를 받아야 하는지 혼란스럽습니다.",이영진 [전문의],"안녕하세요. 하이닥 비뇨의학과 상담의 이영진입니다.

예, 12주까지 검사를 하셨으면 이제 포비아증에서 벗어나셔도 됩니다.
걱정하지 않으셔도 되겠습니다.
편한 마음 가지십시오.",https://www.hidoc.co.kr/healthqna/part/view/C0000489155
에이즈검사 검사기간?,2019.12.27,"포비아로 인해
12일차 rt pcr음성
6주,7주,8주,12주 항원항체 에이즈검사에서 음성입니다
12주 음성이면 음성 확진이라는 분들도 계시는반면 최소 6개월 ~1년에 검사를 받아 음성이면 확진이라는 분들이 계시는데
12주면 확진인지 아니면 1년까지 검사를 받아야 하는지 혼란스럽습니다.",변상권 [전문의],"안녕하세요. 하이닥 비뇨의학과 상담의 변상권입니다.

12주면 확진이라고 보시면 될 것 같습니다.
너무 걱정하시지 말고 잊고 지내시면 좋을 것 같네요 .
답변이 되었는지 모르겠네요 .
좋은 하루 되세요.",https://www.hidoc.co.kr/healthqna/part/view/C0000489156
속옷에 묻은 혈흔,2019.12.22,"산부인과에서 검사를 위해 속옷을 벗다가 바닥에 떨어뜨렸고 2-3분 후에 떨어뜨렸던 속옷을 다시 착용했는데요
만약에 바닥에 다른 사람의 피가 있었고 속옷에 그 피가 묻었는데 제가 모르고 착용하여 외음부에 피가 묻었다면 에이즈 감염 확률이 있나요?
바닥에 피가 있었는지, 속옷에 묻었는지는 어두워서 확인을 못했습니다",신승령 [전문의],"안녕하세요. 하이닥 산부인과 상담의 신승령입니다.

타인의 피가 피부에 닿았더라도 본인의 피부에 상처가 없다면 에이즈의 감염 확률은 매우 매우  낮습니다.
우선 깨끗이 세척 하신 후 본인의 피인지 먼저 확인해 보시는 것이 좋겠습니다. 그리고 출혈이나 질염 등의 증상이 있을 시 산부인과 진료를 보시도록 하세요.
감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000488561
